Civil_Status,Age,Children,Education_Level,Income,Total_Purchase,Wines,Fruits,Meat,Fish,Vegetables,Bread,Purchase_with_discounts,Online_Purchase,Store_Purchase,Web_visit
Married,70,1,Postgraduate,53312,278,241,0,12,0,0,25,1,5,5,7
Single,69,0,Bachelors,72228,1250,631,28,491,30,14,56,1,6,8,3
Married,34,1,Bachelors,67605,938,336,28,282,184,54,54,1,2,6,1
Married,72,3,Postgraduate,62845,1178,1099,0,45,0,0,34,11,3,10,8
Married,63,3,Bachelors,65196,1155,743,19,181,12,0,200,2,7,11,5
Single,34,0,Postgraduate,42000,653,124,83,267,85,59,35,2,5,11,5
Divorced_Widowed,48,2,Postgraduate,35860,49,15,0,8,4,2,20,2,1,2,5
Married,57,2,Postgraduate,65526,506,397,19,69,12,0,9,1,4,8,2
Married,60,3,Bachelors,16860,38,10,4,4,3,3,14,3,1,3,7
Single,29,0,Bachelors,83528,1650,530,117,678,134,44,147,1,4,8,1
Divorced_Widowed,56,1,High School,64176,1826,1215,33,249,64,116,149,8,8,8,6
Single,65,0,Bachelors,22304,18,3,2,7,0,4,2,1,1,2,8
Married,43,1,Bachelors,67023,906,444,44,382,11,8,17,1,3,13,2
Married,50,2,Postgraduate,32892,46,26,0,15,2,1,2,2,3,3,8
Married,55,2,Bachelors,70713,1477,736,114,279,82,76,190,6,5,8,3
Married,66,2,Bachelors,59925,766,473,21,176,19,21,56,3,9,9,6
Married,68,2,Bachelors,39722,47,32,0,5,2,0,8,2,2,3,5
Married,63,1,Bachelors,46610,467,288,10,30,4,10,125,1,6,6,6
Married,60,1,Bachelors,88347,2116,1050,178,555,77,138,118,1,4,9,1
Married,40,1,Postgraduate,87171,1298,1001,44,107,58,44,44,1,6,11,2
Married,45,3,High School,26907,22,9,1,7,0,3,2,2,1,3,7
Divorced_Widowed,53,1,Postgraduate,50014,396,234,14,77,19,10,42,2,4,8,5
Married,43,2,Postgraduate,41014,20,7,2,6,2,0,3,1,1,2,7
Single,56,0,Bachelors,66294,967,251,108,334,65,92,117,1,4,5,2
Married,50,2,Bachelors,36715,357,172,10,125,21,13,16,6,7,4,9
Married,65,1,Bachelors,79456,1401,565,42,548,64,83,99,1,5,4,3
Married,39,2,Bachelors,40479,15,5,0,8,2,0,0,1,0,3,4
Single,51,0,Postgraduate,75345,2087,918,57,842,99,38,133,1,5,6,3
Married,44,2,Bachelors,54233,981,652,8,158,21,0,142,4,11,5,8
Divorced_Widowed,51,2,Bachelors,24163,17,4,1,7,2,1,2,2,1,3,4
Married,63,1,Postgraduate,84460,523,152,27,103,106,54,81,0,9,4,5
Married,38,2,Bachelors,43776,23,8,0,9,2,1,3,1,1,2,6
Single,63,0,Postgraduate,71691,1192,336,130,411,240,32,43,1,4,5,2
Married,48,1,Postgraduate,85844,1958,938,19,843,25,95,38,1,6,7,2
Divorced_Widowed,47,1,Postgraduate,39190,133,68,8,18,19,8,12,2,2,4,5
Married,62,1,Bachelors,71367,777,227,23,389,42,21,75,1,4,7,2
Divorced_Widowed,49,2,Postgraduate,38578,73,38,4,22,3,3,3,3,3,3,8
Married,56,3,Postgraduate,57236,121,105,0,9,2,1,4,3,2,4,3
Divorced_Widowed,42,1,Bachelors,61825,424,162,50,100,55,30,27,1,4,8,4
Divorced_Widowed,63,1,Bachelors,79803,868,574,8,216,21,16,33,1,4,5,1
Single,35,0,High School,80910,756,160,80,369,67,39,41,1,3,8,1
Married,39,2,Postgraduate,27590,12,6,0,5,0,0,1,1,1,2,7
Married,42,2,Bachelors,56775,937,614,35,160,58,35,35,2,5,10,5
Single,46,0,Bachelors,83829,1862,897,161,430,186,161,27,0,4,6,1
Married,42,2,High School,54210,367,70,54,109,80,9,45,2,4,7,5
Married,35,2,Bachelors,38508,443,120,19,206,25,19,54,6,7,5,8
Married,51,2,Bachelors,53187,267,211,2,30,7,7,10,2,4,6,5
Married,49,2,Bachelors,30023,61,11,0,16,7,6,21,1,2,3,8
Single,61,0,Postgraduate,76045,1323,760,53,400,17,93,0,1,4,11,2
Married,69,2,Postgraduate,50870,63,53,0,8,0,0,2,1,2,3,5
Married,51,1,High School,15315,64,7,4,13,15,8,17,2,2,4,5
Married,47,2,High School,65463,562,391,32,70,21,32,16,2,6,9,5
Married,56,3,Bachelors,66480,312,199,9,57,20,21,6,7,4,7,4
Single,67,0,Bachelors,76773,1156,516,56,449,86,33,16,1,2,11,1
Single,38,0,High School,81698,1104,709,45,115,30,160,45,1,8,5,5
Divorced_Widowed,48,2,Postgraduate,54466,16,12,0,4,0,0,0,1,1,2,5
Single,61,0,Postgraduate,98777,2008,1000,19,711,125,115,38,0,4,9,1
Divorced_Widowed,37,1,Postgraduate,16269,44,19,3,18,3,1,0,3,3,3,8
Married,50,2,Bachelors,71819,1574,1224,28,140,0,14,168,3,3,5,6
Married,38,2,Postgraduate,33569,63,16,2,18,3,0,24,1,1,2,8
Married,38,1,Postgraduate,36262,426,88,39,54,64,28,153,1,3,3,6
Married,55,1,High School,22634,96,2,23,11,8,6,46,1,2,2,8
Married,43,2,High School,47025,635,508,11,59,23,5,29,5,11,6,9
Divorced_Widowed,53,1,Bachelors,70566,757,381,28,215,84,28,21,2,6,9,3
Married,42,2,Postgraduate,31605,125,74,0,42,2,1,6,2,2,4,7
Divorced_Widowed,48,2,Postgraduate,52034,332,146,0,93,7,13,73,5,4,5,7
Divorced_Widowed,42,1,Bachelors,48526,135,23,17,23,43,20,9,1,2,4,3
Married,67,2,Bachelors,46734,330,110,5,137,26,23,29,2,6,5,7
Divorced_Widowed,59,2,Bachelors,39552,384,165,3,147,4,24,41,7,6,5,8
Divorced_Widowed,55,2,Bachelors,86358,1722,957,47,494,82,47,95,4,5,6,8
Married,44,4,Bachelors,46931,78,41,0,17,3,1,16,2,1,3,3
Single,36,0,High School,16581,24,1,3,4,2,3,11,1,0,3,4
Single,69,0,High School,63998,1168,176,29,818,0,33,112,1,7,11,4
Married,70,2,Postgraduate,67381,957,815,8,53,11,0,70,4,2,9,7
Divorced_Widowed,54,2,Bachelors,25930,15,6,1,2,2,0,4,1,1,2,7
Married,43,2,Bachelors,42693,57,8,4,20,6,3,16,1,1,3,5
Married,45,2,Bachelors,85606,1956,717,42,864,219,30,84,2,6,9,3
Single,36,0,Bachelors,72903,2013,1067,138,750,0,19,39,1,7,8,4
Married,47,2,High School,49669,326,166,5,107,11,8,29,2,5,6,6
Married,53,3,Postgraduate,36778,77,29,4,34,2,4,4,3,3,3,9
Single,59,0,Postgraduate,85696,1313,714,76,395,116,0,12,1,4,9,1
Single,32,0,Postgraduate,10979,30,8,4,10,2,2,4,2,3,3,5
Married,60,2,Bachelors,49678,315,229,5,56,3,2,20,2,6,4,7
Married,68,2,Postgraduate,56129,660,320,48,133,39,72,48,4,6,10,4
Married,32,2,Bachelors,37155,74,23,0,26,7,15,3,1,2,4,5
Divorced_Widowed,43,1,High School,21282,46,1,5,8,4,8,20,2,2,2,6
Divorced_Widowed,59,1,Postgraduate,33419,86,56,0,12,0,0,18,2,2,4,7
Single,76,0,Bachelors,63285,1103,508,124,249,50,38,134,1,6,13,3
Married,47,2,Postgraduate,21255,61,29,0,25,2,2,3,4,2,4,4
Married,40,2,Bachelors,42162,145,46,7,59,2,4,27,2,3,3,6
Married,65,3,Bachelors,54450,684,454,0,171,8,19,32,12,9,8,8
Married,67,2,Postgraduate,57744,411,350,3,39,0,0,19,2,9,4,8
Divorced_Widowed,35,1,Bachelors,26576,27,10,0,8,0,0,9,1,1,2,9
Single,78,0,Postgraduate,57513,1060,735,40,183,52,20,30,2,9,13,6
Married,57,2,Bachelors,68142,1459,897,126,196,91,112,37,3,10,7,6
Married,42,2,Bachelors,7500,18,5,2,3,3,0,5,1,1,2,8
Married,47,1,Bachelors,83145,1833,777,35,731,39,137,114,1,5,11,2
Married,61,2,Postgraduate,54197,237,162,6,37,6,13,13,2,1,6,1
Divorced_Widowed,58,2,Postgraduate,23091,48,35,0,11,0,0,2,4,2,3,7
Married,45,3,Bachelors,46049,515,342,9,112,19,14,19,10,5,9,7
Married,47,1,Bachelors,56715,1020,258,105,239,237,172,9,1,7,4,4
Married,60,1,Bachelors,79410,1370,658,80,483,123,13,13,1,3,5,1
Married,70,2,Bachelors,57304,1026,356,80,329,138,17,106,2,7,10,5
Married,56,2,Bachelors,44375,301,213,5,28,7,7,41,1,4,6,5
Married,65,3,Bachelors,54450,684,454,0,171,8,19,32,12,9,8,8
Married,56,2,Bachelors,59594,499,457,4,29,0,0,9,1,8,7,7
Married,27,1,Bachelors,80685,1004,241,45,604,34,26,54,1,6,10,2
Married,47,2,Postgraduate,40344,218,210,0,6,0,0,2,2,4,5,7
Married,49,2,Bachelors,62710,606,441,35,83,7,29,11,4,4,12,4
Married,53,2,High School,48985,75,19,13,18,10,7,8,1,1,3,3
Married,53,4,Bachelors,35322,106,28,9,37,12,7,13,3,2,4,8
Married,73,1,Bachelors,77142,990,476,75,162,29,151,97,1,4,8,2
Single,52,0,Bachelors,81657,1097,364,40,425,158,60,50,1,3,8,1
Married,25,1,High School,14421,16,0,0,2,3,3,8,1,1,2,5
Married,47,1,High School,20130,34,0,6,3,7,6,12,1,1,3,8
Married,31,1,Postgraduate,74214,1711,863,83,547,86,99,33,1,8,5,5
Married,64,3,Postgraduate,66726,438,349,7,35,0,0,47,3,8,4,7
Married,42,2,High School,23724,75,5,23,15,0,18,14,2,2,3,8
Married,61,2,Postgraduate,47353,225,184,2,19,8,8,4,3,2,6,5
Married,69,3,Postgraduate,33444,18,8,0,8,0,0,2,1,1,2,8
Married,40,2,Bachelors,54386,470,277,21,64,62,21,25,2,3,10,3
Divorced_Widowed,40,2,Bachelors,28510,91,44,5,19,0,4,19,3,2,4,5
Single,30,0,Postgraduate,90638,2525,1156,120,915,94,144,96,1,3,10,1
Married,71,2,Bachelors,48070,504,373,14,83,6,9,19,3,8,6,7
Married,64,2,Bachelors,43140,235,134,8,76,6,0,11,1,4,5,6
Divorced_Widowed,60,1,Postgraduate,54959,1232,1148,0,60,0,0,24,3,9,4,7
Divorced_Widowed,63,2,High School,15056,88,6,12,3,21,6,40,5,2,3,5
Divorced_Widowed,50,1,Bachelors,26954,17,4,1,11,0,0,1,1,1,2,7
Divorced_Widowed,36,1,Bachelors,22327,24,5,4,8,2,0,5,1,1,3,5
Married,56,3,Bachelors,44393,60,24,2,20,2,2,10,2,1,4,4
Divorced_Widowed,69,1,Postgraduate,62000,1020,899,0,101,0,0,20,1,6,13,4
Married,59,2,Postgraduate,31497,155,108,1,28,13,1,4,2,3,4,8
Married,47,3,High School,45894,51,27,2,7,0,2,13,1,1,3,5
Single,51,0,Postgraduate,78579,1812,816,66,549,216,66,99,1,5,4,3
Divorced_Widowed,52,1,Postgraduate,67369,1461,1298,0,70,37,14,42,4,7,10,4
Divorced_Widowed,61,1,Bachelors,58401,96,10,0,11,17,29,29,1,1,2,4
Divorced_Widowed,69,1,Bachelors,62307,160,87,13,34,10,6,10,1,4,4,5
Married,52,3,Postgraduate,43641,139,57,2,51,4,2,23,3,2,4,6
Divorced_Widowed,53,1,Postgraduate,63841,908,635,15,100,20,7,131,1,9,9,6
Married,56,2,High School,46891,183,43,12,23,29,15,61,1,2,4,4
Married,52,2,Postgraduate,70091,1161,964,34,137,15,0,11,2,5,10,8
Married,49,1,Postgraduate,78075,988,572,8,259,34,35,80,1,3,5,1
Divorced_Widowed,60,1,High School,59184,1072,341,142,113,259,151,66,3,6,12,5
Married,44,3,Bachelors,54809,174,63,6,57,13,13,22,4,2,5,4
Married,62,2,Bachelors,58113,758,221,104,169,102,78,84,3,9,8,7
Married,63,2,Postgraduate,51412,195,140,3,29,4,5,14,2,3,4,4
Divorced_Widowed,42,1,Bachelors,15287,31,1,2,8,4,3,13,2,1,2,7
Married,64,1,Postgraduate,66636,1084,291,10,689,84,10,0,1,3,9,1
Married,65,2,Postgraduate,50965,685,544,13,85,8,6,29,3,10,5,8
Married,56,1,Postgraduate,84618,1672,684,100,801,21,66,0,1,6,10,2
Married,31,1,Bachelors,18351,43,1,12,9,0,14,7,1,2,3,7
Married,64,3,Postgraduate,40451,49,35,0,4,0,0,10,1,1,2,5
Married,56,2,Bachelors,36317,133,87,3,25,3,2,13,2,3,4,7
Married,64,2,Bachelors,42213,363,309,3,24,4,3,20,2,5,7,7
Married,66,2,Bachelors,65748,545,172,73,93,95,78,34,2,2,10,1
Married,49,2,Bachelors,77044,1065,625,38,242,50,34,76,2,7,11,4
Married,52,1,Bachelors,74918,2047,972,59,913,25,19,59,1,5,6,3
Married,49,3,Bachelors,56721,296,157,6,39,6,13,75,5,4,5,6
Divorced_Widowed,46,2,Bachelors,42160,140,48,9,45,3,15,20,4,2,4,6
Divorced_Widowed,56,1,Bachelors,61559,530,279,83,88,32,14,34,1,4,10,3
Married,58,3,Postgraduate,33629,152,132,0,16,0,0,4,5,3,4,9
Married,30,1,Postgraduate,68682,1598,919,0,505,99,30,45,1,4,10,2
Divorced_Widowed,58,1,Bachelors,34377,114,62,0,22,3,1,26,2,2,2,7
Divorced_Widowed,35,1,High School,8940,101,1,45,3,4,6,42,3,3,3,8
Married,48,2,Bachelors,26228,25,2,6,4,3,1,9,1,1,2,8
Single,64,0,High School,77297,789,408,61,109,48,122,41,1,5,9,4
Married,40,3,Bachelors,40211,87,51,1,7,2,1,25,2,2,2,8
Divorced_Widowed,63,2,Postgraduate,33438,90,62,1,16,3,2,6,4,2,4,5
Married,62,2,Postgraduate,75032,1215,952,12,180,47,12,12,2,5,9,3
Single,66,0,Postgraduate,61284,811,618,15,106,20,7,45,1,11,8,6
Married,35,2,Bachelors,22518,61,11,7,12,2,2,27,2,2,2,5
Married,46,2,Postgraduate,54730,405,318,3,17,4,7,56,5,4,8,4
Married,66,3,Postgraduate,38452,72,56,0,14,0,0,2,3,3,3,7
Divorced_Widowed,50,2,Bachelors,44421,189,110,5,59,7,1,7,5,5,4,8
Married,35,2,Postgraduate,38197,40,23,0,11,2,1,3,1,1,3,5
Divorced_Widowed,43,1,Bachelors,41986,63,27,5,8,8,3,12,3,3,4,4
Married,38,2,Bachelors,28427,52,18,3,19,3,3,6,2,2,3,8
Married,45,2,Postgraduate,37395,39,18,0,9,0,1,11,1,1,3,6
Married,50,2,Bachelors,64722,805,303,0,280,60,147,15,4,8,11,6
Married,65,2,Postgraduate,55249,130,97,1,19,2,0,11,1,2,4,3
Married,49,1,Bachelors,84906,1631,997,15,414,99,30,76,1,5,12,2
Married,32,2,Bachelors,28691,34,5,4,13,8,0,4,1,1,3,8
Divorced_Widowed,69,2,Bachelors,44213,152,95,11,35,0,4,7,4,2,5,6
Divorced_Widowed,37,1,High School,25707,21,1,6,2,3,6,3,1,1,3,7
Married,54,4,Postgraduate,59062,71,46,1,12,3,0,9,2,2,3,4
Divorced_Widowed,59,1,Bachelors,76624,899,411,106,147,54,115,66,1,5,7,1
Married,74,1,Postgraduate,66000,711,244,51,270,101,0,45,1,1,5,1
Married,43,2,Postgraduate,27683,351,152,9,121,12,12,45,4,6,4,8
Single,50,0,Bachelors,1730,8,1,1,3,1,1,1,15,0,0,20
Divorced_Widowed,29,1,High School,7500,119,10,17,18,8,26,40,4,3,2,9
Married,53,3,Bachelors,40521,21,12,0,5,0,0,4,1,0,2,5
Married,48,2,Postgraduate,20427,10,5,0,4,0,0,1,1,1,2,8
Married,46,2,Bachelors,65106,973,790,19,133,12,0,19,3,8,13,6
Married,56,1,Postgraduate,69969,1536,882,29,514,38,29,44,1,4,6,3
Married,69,3,Bachelors,67433,992,615,28,259,12,48,30,4,6,13,4
Married,54,2,Postgraduate,77766,1529,1004,59,265,115,59,27,2,11,11,6
Married,49,2,Bachelors,74716,860,133,27,421,13,195,71,2,7,5,4
Divorced_Widowed,58,1,Bachelors,68118,928,595,23,123,10,23,154,2,8,4,6
Married,51,3,Postgraduate,55158,418,293,0,87,4,11,23,4,7,5,7
Married,66,2,High School,62972,587,313,15,47,20,0,192,2,7,3,6
Married,46,2,Bachelors,74190,641,151,81,86,168,91,64,2,4,11,2
Married,45,3,Bachelors,39356,23,15,0,2,0,0,6,1,1,2,6
Married,52,1,Bachelors,76653,2279,736,63,946,219,189,126,1,4,11,2
Divorced_Widowed,48,2,Postgraduate,35860,49,15,0,8,4,2,20,2,1,2,5
Single,38,0,Postgraduate,90687,1779,982,17,672,23,34,51,1,6,8,2
Married,39,1,Postgraduate,73450,1804,1142,51,415,90,69,37,1,7,11,3
Married,61,3,Bachelors,31454,48,28,0,11,0,0,9,3,2,3,8
Divorced_Widowed,69,2,Bachelors,47139,83,46,0,12,0,2,23,2,2,2,7
Single,46,0,Bachelors,83829,1862,897,161,430,186,161,27,0,4,6,1
Married,58,3,Postgraduate,53378,793,489,6,152,8,6,132,10,9,6,8
Married,51,2,Bachelors,19656,84,25,4,9,6,8,32,3,2,3,7
Married,73,2,Postgraduate,45579,183,145,1,33,2,1,1,1,4,4,6
Single,63,0,High School,85485,1383,630,26,611,44,18,54,1,6,6,2
Married,77,1,Bachelors,55956,999,760,38,104,50,9,38,2,7,4,4
Divorced_Widowed,58,1,Postgraduate,64191,825,420,15,186,151,38,15,3,5,13,3
Divorced_Widowed,49,1,Bachelors,38808,246,125,17,52,3,19,30,4,5,4,8
Married,55,3,Postgraduate,57183,610,464,5,64,7,0,70,8,9,7,8
Divorced_Widowed,53,1,Postgraduate,23748,76,6,6,29,12,15,8,3,2,3,8
Married,50,2,Bachelors,66303,1286,1090,12,96,16,12,60,4,3,11,8
Married,46,2,Postgraduate,37368,30,3,2,11,2,2,10,1,1,2,6
Married,57,4,Bachelors,40800,99,24,0,27,8,30,10,2,3,3,7
Single,43,0,Bachelors,71847,1192,737,21,106,55,63,210,0,6,9,3
Married,46,2,Bachelors,46149,362,254,6,71,4,0,27,5,5,7,5
Married,38,1,Bachelors,78687,2130,817,185,687,145,55,241,1,4,8,2
Single,50,0,High School,49118,1229,620,54,239,99,98,119,2,9,10,7
Married,64,3,Postgraduate,37633,38,13,4,20,0,0,1,2,1,3,9
Married,70,1,Postgraduate,39767,485,113,61,204,34,26,47,2,7,7,8
Married,70,1,High School,26997,434,7,23,78,133,49,144,2,4,5,7
Divorced_Widowed,51,1,Bachelors,33986,44,16,2,18,2,1,5,1,1,3,7
Married,49,2,Postgraduate,57091,496,462,0,24,6,0,4,2,9,5,7
Married,52,3,High School,46831,78,22,2,10,6,4,34,2,1,2,4
Married,49,1,Postgraduate,83151,2346,968,147,842,137,42,210,1,5,10,2
Married,50,1,Bachelors,52531,794,283,112,151,51,72,125,2,7,10,6
Married,65,1,Bachelors,15759,17,1,2,5,6,0,3,1,1,2,7
Divorced_Widowed,50,1,Bachelors,22804,26,14,1,7,2,1,1,1,2,2,9
Married,48,2,High School,43050,76,30,5,24,6,3,8,2,2,4,5
Divorced_Widowed,44,2,Postgraduate,42997,15,4,0,5,0,1,5,1,1,2,7
Divorced_Widowed,58,2,Postgraduate,48918,62,52,0,9,0,0,1,2,1,4,4
Married,67,2,Postgraduate,60033,198,62,1,57,19,11,48,2,2,5,2
Married,43,2,Postgraduate,34043,49,20,2,14,3,0,10,1,2,2,9
Married,55,2,Bachelors,57811,802,545,7,114,37,21,78,5,7,11,5
Married,75,1,Bachelors,78569,1736,558,79,622,207,175,95,1,4,4,1
Divorced_Widowed,43,2,Bachelors,7500,57,6,5,4,13,4,25,4,2,3,6
Married,68,1,Bachelors,94384,2302,1111,24,790,160,45,172,0,5,5,2
Married,36,1,High School,23148,37,4,6,8,6,3,10,1,2,3,7
Divorced_Widowed,51,2,Bachelors,44267,310,183,5,65,3,5,49,5,5,4,9
Married,42,1,Bachelors,71626,1305,546,72,376,94,145,72,1,5,8,3
Married,55,2,Bachelors,60894,832,606,7,155,10,0,54,5,10,8,7
Married,45,3,Bachelors,50200,401,266,6,51,8,6,64,6,7,5,8
Married,56,1,Postgraduate,81051,1501,1142,29,249,38,29,14,1,5,12,2
Married,39,1,Bachelors,65169,1189,1074,0,69,0,0,46,1,10,13,6
Married,49,2,Bachelors,59868,1194,771,51,154,54,10,154,7,11,12,6
Married,61,2,Postgraduate,65695,656,371,32,189,0,58,6,2,5,10,4
Single,65,0,Postgraduate,64857,1540,556,14,717,210,0,43,1,7,10,4
Married,56,2,Postgraduate,45143,311,202,5,74,11,5,14,3,6,5,7
Married,66,2,High School,74805,820,209,162,209,41,162,37,5,4,10,2
Married,32,2,High School,59060,274,35,40,111,36,40,12,3,3,7,4
Divorced_Widowed,59,2,Postgraduate,27238,57,37,0,17,0,0,3,3,3,3,9
Married,56,2,Bachelors,47009,448,171,45,73,59,10,90,4,3,8,4
Married,48,3,High School,46094,44,12,2,20,3,2,5,1,1,3,7
Married,49,3,Bachelors,40321,102,44,4,21,6,0,27,2,3,3,7
Married,37,2,Bachelors,37235,61,20,2,9,4,6,20,1,1,2,4
Married,61,1,Postgraduate,81843,1643,779,86,537,34,69,138,1,5,12,3
Married,63,2,Postgraduate,46692,397,170,6,97,24,12,88,3,6,5,6
Married,53,2,Bachelors,77382,1121,491,48,231,112,105,134,2,5,12,1
Divorced_Widowed,44,2,Bachelors,37774,473,173,8,107,7,2,176,4,7,3,9
Married,47,2,High School,18393,50,7,10,13,16,0,4,2,3,3,8
Married,59,2,Postgraduate,72828,1678,1205,0,235,19,14,205,6,6,13,7
Married,39,1,Bachelors,24711,58,10,7,25,6,3,7,1,3,3,7
Married,46,2,Postgraduate,45503,170,97,4,44,6,1,18,1,3,4,5
Single,39,0,Postgraduate,6560,373,67,11,26,4,3,262,0,1,1,17
Married,76,1,Postgraduate,71604,1196,345,53,528,98,75,97,1,8,5,4
Married,42,2,Bachelors,27244,101,6,5,17,3,24,46,2,2,2,7
Married,52,3,Bachelors,48752,316,73,57,100,71,15,0,5,6,5,9
Married,59,2,Bachelors,71434,1400,711,36,217,172,96,168,3,7,7,4
Single,73,0,Bachelors,90842,1424,774,70,118,182,187,93,1,4,13,1
Married,43,2,Postgraduate,88097,844,163,0,480,0,126,75,1,6,8,9
Married,46,2,Bachelors,51948,311,82,33,54,71,30,41,2,5,4,5
Married,39,1,Bachelors,71853,1149,358,108,413,141,97,32,1,2,6,1
Married,38,1,Postgraduate,35876,129,66,2,40,4,3,14,1,3,3,6
Divorced_Widowed,69,1,Bachelors,40049,32,13,6,7,0,3,3,1,1,3,6
Divorced_Widowed,39,1,Bachelors,39660,299,139,13,78,20,13,36,3,7,3,9
Married,59,2,Bachelors,50127,320,274,0,21,4,6,15,1,5,6,6
Married,44,2,Postgraduate,43263,441,262,6,61,0,10,102,3,5,6,5
Married,72,3,Postgraduate,62845,1178,1099,0,45,0,0,34,11,3,10,8
Married,31,1,Bachelors,18929,85,32,0,8,23,4,18,1,1,4,6
Divorced_Widowed,39,1,High School,24367,24,2,4,2,0,11,5,1,1,2,9
Divorced_Widowed,46,1,Bachelors,33249,112,6,10,21,19,14,42,2,2,3,6
Married,62,2,High School,26887,30,6,7,4,3,4,6,1,1,3,6
Married,38,1,Postgraduate,50150,410,135,46,92,65,61,11,2,5,7,5
Married,45,2,Bachelors,62061,800,641,7,84,0,30,38,3,10,7,6
Single,59,0,Postgraduate,85696,1313,714,76,395,116,0,12,1,4,9,1
Married,65,1,Postgraduate,76542,1483,794,73,573,0,29,14,1,4,10,2
Single,28,0,Bachelors,70515,1258,420,0,452,182,64,140,1,6,4,2
Married,34,2,Bachelors,18227,28,1,2,7,4,3,11,1,0,2,8
Married,56,2,Bachelors,69139,227,86,12,75,33,15,6,1,4,5,4
Married,39,1,Bachelors,69109,1555,823,25,459,124,29,95,1,6,7,4
Divorced_Widowed,59,1,Bachelors,69627,861,231,161,215,171,30,53,2,8,11,5
Married,43,2,Bachelors,38136,103,8,15,27,0,20,33,2,3,2,8
Single,75,0,Postgraduate,62159,634,182,17,259,77,70,29,1,6,10,4
Single,58,0,Bachelors,80695,1918,557,129,984,193,37,18,1,5,5,2
Divorced_Widowed,50,2,Postgraduate,33316,131,79,1,31,4,4,12,3,2,4,6
Married,53,3,Bachelors,58554,586,368,24,68,38,0,88,6,8,6,7
Married,29,2,High School,17256,62,6,4,14,8,8,22,2,2,2,8
Divorced_Widowed,47,2,Bachelors,53034,447,160,15,196,15,11,50,8,6,7,8
Married,71,1,High School,52203,939,488,21,238,56,108,28,1,8,11,6
Divorced_Widowed,44,1,High School,59601,797,691,7,69,0,7,23,4,2,7,8
Divorced_Widowed,63,1,Postgraduate,75154,1143,543,10,205,160,143,82,1,6,6,3
Divorced_Widowed,45,1,Bachelors,47025,415,254,7,108,20,0,26,3,6,5,6
Married,48,2,Bachelors,37971,30,5,4,10,2,2,7,1,1,3,8
Divorced_Widowed,53,1,Postgraduate,41335,187,112,19,21,16,14,5,3,4,4,7
Married,63,2,Bachelors,67267,251,134,11,59,15,2,30,1,3,5,2
Divorced_Widowed,46,1,Bachelors,57338,237,143,6,52,11,8,17,2,4,5,5
Married,61,3,High School,50523,91,51,4,24,4,7,1,2,2,4,6
Divorced_Widowed,56,3,Postgraduate,35791,35,27,0,5,0,0,3,2,1,3,8
Divorced_Widowed,61,1,Postgraduate,50611,493,459,0,24,6,0,4,6,4,7,6
Married,52,2,Postgraduate,56242,971,689,8,167,11,8,88,5,8,11,6
Divorced_Widowed,61,1,Bachelors,48904,371,283,10,38,0,13,27,4,7,4,8
Divorced_Widowed,46,3,Bachelors,56243,396,347,0,35,4,3,7,6,4,8,5
Married,36,2,Bachelors,21355,68,5,13,14,0,5,31,2,2,2,6
Married,50,2,Postgraduate,57420,322,280,0,18,0,0,24,3,5,6,7
Divorced_Widowed,66,1,Postgraduate,46390,222,95,14,64,2,9,38,1,4,3,7
Married,65,3,High School,54342,177,84,10,34,11,10,28,4,3,4,6
Married,48,2,Bachelors,20895,45,18,3,17,3,0,4,1,2,3,9
Married,73,1,Bachelors,92344,1899,992,24,694,51,19,119,0,5,5,1
Married,45,3,High School,26907,22,9,1,7,0,3,2,2,1,3,7
Married,41,3,Bachelors,44964,41,19,1,17,2,0,2,1,1,3,8
Married,42,1,Bachelors,75507,1440,709,93,374,104,80,80,1,8,6,3
Married,49,3,Postgraduate,53761,325,158,0,76,13,7,71,6,4,3,5
Married,48,2,Bachelors,22682,95,10,14,29,4,2,36,3,2,4,4
Married,49,2,Postgraduate,38887,42,25,1,13,0,0,3,1,1,3,7
Divorced_Widowed,46,2,High School,41658,72,8,4,12,15,4,29,2,1,2,4
Married,49,2,Postgraduate,29791,20,14,0,6,0,0,0,2,2,3,5
Married,65,3,Postgraduate,63915,789,622,7,115,30,0,15,2,6,12,5
Divorced_Widowed,47,2,Bachelors,39996,15,11,0,3,0,0,1,1,1,2,6
Divorced_Widowed,49,1,Bachelors,26759,59,25,3,16,8,5,2,2,2,3,6
Divorced_Widowed,53,1,Postgraduate,63841,908,635,15,100,20,7,131,1,9,9,6
Married,52,3,Postgraduate,51039,417,100,64,79,65,0,109,2,6,4,7
Married,60,3,Bachelors,60544,289,201,2,43,3,5,35,4,5,5,6
Married,49,2,Bachelors,65685,769,642,14,49,0,7,57,1,9,9,5
Married,68,2,Bachelors,37716,188,97,1,41,6,2,41,2,4,3,7
Divorced_Widowed,64,1,Bachelors,36864,354,204,5,39,17,0,89,3,5,4,8
Married,51,2,Postgraduate,44511,727,513,7,133,46,14,14,6,8,8,8
Married,54,3,Postgraduate,36947,146,88,3,21,4,1,29,4,3,4,9
Married,70,2,Postgraduate,47352,319,172,12,112,8,0,15,4,6,5,7
Married,68,2,Postgraduate,67087,794,329,35,222,130,35,43,2,7,8,4
Married,71,2,Bachelors,57045,454,296,13,104,11,13,17,3,4,9,3
Divorced_Widowed,68,2,Postgraduate,36957,152,100,2,16,2,1,31,4,3,2,9
